rank,final_worth,category,personName,age,country,source,industry_billionaires,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,population_country,source_1,source_2,source_3
2259,1200,Healthcare,Abhay Soi,49.0,India,Healthcare,Healthcare,India,True,N,M,8/19/1973 0:00,Soi,Abhay,1973.0,8.0,19.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Healthcare,,
2259,1200,Technology,Mike Speiser,52.0,United Kingdom,Software,Technology,United States,True,U,M,1/25/1971 0:00,Speiser,Mike,1971.0,1.0,25.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Software,,
2259,1200,Construction & Engineering,Marco Squinzi,51.0,Italy,Chemical products,Construction & Engineering,Italy,False,D,M,9/23/1971 0:00,Squinzi,Marco,1971.0,9.0,23.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Chemical products,,
2259,1200,Construction & Engineering,Veronica Squinzi,51.0,Italy,Chemical products,Construction & Engineering,Italy,False,D,F,1/1/1972 0:00,Squinzi,Veronica,1972.0,1.0,1.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Chemical products,,
2259,1200,Finance & Investments,Michael Steinhardt,82.0,United States,Hedge funds,Finance & Investments,United States,True,E,M,12/7/1940 0:00,Steinhardt,Michael,1940.0,12.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Hedge funds,,
2259,1200,Technology,Ion Stoica,58.0,United States,Data analytics,Technology,Romania,True,D,M,2/12/1965 0:00,Stoica,Ion,1965.0,2.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Data analytics,,
2259,1200,Metals & Mining,Eddy Sugianto,77.0,Indonesia,Coal,Metals & Mining,Indonesia,True,N,M,2/11/1946 0:00,Sugianto,Eddy,1946.0,2.0,11.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Coal,,
2259,1200,Manufacturing,Luc Tack,61.0,Belgium,"Textile, chemicals",Manufacturing,Belgium,True,E,M,9/1/1961 0:00,Tack,Luc,1961.0,9.0,1.0,117.11,1.4,529606710418.0,79.7,103.9,81.6,11484055.0,Textile, chemicals,
2259,1200,Food & Beverage,Tony Tan Caktiong,70.0,Philippines,Food,Food & Beverage,Philippines,True,D,M,1/5/1953 0:00,Tan Caktiong,Tony,1953.0,1.0,5.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,108116615.0,Food,,
2259,1200,Manufacturing,Xiuguo Tang,59.0,China,Manufacturing,Manufacturing,China,True,U,M,8/25/1963 0:00,Tang,Xiuguo,1963.0,8.0,25.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Manufacturing,,
2259,1200,Real Estate,Sam Tarascio,78.0,Australia,Real estate,Real Estate,Australia,True,E,M,7/22/1944 0:00,Tarascio,Sam,1944.0,7.0,22.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Real estate,,
2259,1200,Finance & Investments,Lina Tombolato,75.0,Italy,Financial services,Finance & Investments,Italy,False,D,F,7/28/1947 0:00,Tombolato,Lina,1947.0,7.0,28.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Financial services,,
2259,1200,Manufacturing,Ching Bor Tung,60.0,China,Manufacturing,Manufacturing,China,True,D,M,1/1/1963 0:00,Tung,Ching Bor,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Manufacturing,,
2259,1200,Media & Entertainment,Joop van den Ende,81.0,Netherlands,TV shows,Media & Entertainment,Netherlands,True,D,M,2/23/1942 0:00,van den Ende,Joop,1942.0,2.0,23.0,115.91,2.6,909070395161.0,85.0,104.2,81.8,17332850.0,TV shows,,
2259,1200,Finance & Investments,Ruben Vardanyan & family,54.0,Armenia,Investment banking,Finance & Investments,Armenia,True,R,M,5/25/1968 0:00,Vardanyan,Ruben,1968.0,5.0,25.0,129.18,1.4,13672802158.0,54.6,92.7,74.9,2957731.0,Investment banking,,
2259,1200,Fashion & Retail,Sandro Veronesi & family,63.0,Italy,Fashion,Fashion & Retail,Italy,True,D,M,10/18/1959 0:00,Veronesi,Sandro,1959.0,10.0,18.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Fashion,,
2259,1200,Real Estate,Thongma Vijitpongpun,65.0,Thailand,Real estate,Real Estate,Thailand,True,E,M,7/8/1957 0:00,Vijitpongpun,Thongma,1957.0,7.0,8.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,69625582.0,Real estate,,
2259,1200,Finance & Investments,Thomas von Koch,57.0,Hong Kong,Asset management,Finance & Investments,Sweden,True,D,M,3/24/1966 0:00,von Koch,Thomas,1966.0,3.0,24.0,,,,,,,,Asset management,,
2259,1200,Healthcare,Wang Fuji,65.0,China,Pharmaceuticals,Healthcare,China,True,D,M,,Wang,Fuji,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
2259,1200,Manufacturing,Wang Shih-Chung,61.0,Taiwan,Pneumatic equipments,Manufacturing,Taiwan,True,N,M,1/1/1962 0:00,Wang,Shih-Chung,1962.0,1.0,1.0,,,,,,,,Pneumatic equipments,,
2259,1200,Manufacturing,Wang Xiaoshen,54.0,China,Lithium,Manufacturing,China,True,D,M,10/1/1968 0:00,Wang,Xiaoshen,1968.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Lithium,,
2259,1200,Diversified,J. Wayne Weaver,87.0,United States,Shoes,Diversified,United States,True,E,M,9/1/1935 0:00,Weaver,J. Wayne,1935.0,9.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Shoes,,
2259,1200,Food & Beverage,Drorit Wertheim,67.0,Israel,Coca Cola Israel,Food & Beverage,Israel,False,D,F,1/1/1956 0:00,Wertheim,Drorit,1956.0,1.0,1.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Coca Cola Israel,,
2259,1200,Finance & Investments,Cameron Winklevoss,41.0,United States,Cryptocurrency,Finance & Investments,United States,True,D,M,8/21/1981 0:00,Winklevoss,Cameron,1981.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cryptocurrency,,
2259,1200,Finance & Investments,Tyler Winklevoss,41.0,United States,Cryptocurrency,Finance & Investments,United States,True,D,M,8/21/1981 0:00,Winklevoss,Tyler,1981.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cryptocurrency,,
2259,1200,Manufacturing,Wu Chung-yi,67.0,Taiwan,Manufacturing,Manufacturing,Taiwan,False,E,M,7/1/1955 0:00,Wu,Chung-yi,1955.0,7.0,1.0,,,,,,,,Manufacturing,,
2259,1200,Finance & Investments,Eugene Wu,77.0,Taiwan,Finance,Finance & Investments,Taiwan,False,D,M,5/3/1945 0:00,Wu,Eugene,1945.0,5.0,3.0,,,,,,,,Finance,,
2259,1200,Fashion & Retail,Wu Yonghua,52.0,China,Apparel,Fashion & Retail,China,True,U,M,1/1/1971 0:00,Wu,Yonghua,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Apparel,,
2259,1200,Manufacturing,Xia Xinde,58.0,China,Batteries,Manufacturing,China,True,U,M,10/15/1964 0:00,Xia,Xinde,1964.0,10.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Batteries,,
2259,1200,Manufacturing,Wenbo Xiang,60.0,China,Manufacturing,Manufacturing,China,True,D,M,6/21/1962 0:00,Xiang,Wenbo,1962.0,6.0,21.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Manufacturing,,
2259,1200,Food & Beverage,Xu Jin,58.0,China,Wine,Food & Beverage,China,True,D,M,1/24/1965 0:00,Xu,Jin,1965.0,1.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Wine,,
2259,1200,Manufacturing,Xu Shijun & family,60.0,China,Manufacturing,Manufacturing,China,True,D,M,3/1/1963 0:00,Xu,Shijun,1963.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Manufacturing,,
2259,1200,Service,Wanmao Xu,78.0,China,Education,Service,China,True,D,M,1/1/1945 0:00,Xu,Wanmao,1945.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Education,,
2259,1200,Manufacturing,Xu Yuejuan,61.0,China,Petro Fibre,Manufacturing,China,True,D,F,1/24/1962 0:00,Xu,Yuejuan,1962.0,1.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Petro Fibre,,
2259,1200,Healthcare,Vadim Yakunin,60.0,Russia,Pharmacy,Healthcare,Russia,True,R,M,1/5/1963 0:00,Yakunin,Vadim,1963.0,1.0,5.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Pharmacy,,
2259,1200,Fashion & Retail,Yang Yunyun,46.0,China,Retail,Fashion & Retail,China,True,R,F,1/1/1977 0:00,Yang,Yunyun,1977.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Retail,,
2259,1200,Technology,Matei Zaharia,37.0,United States,Data analytics,Technology,Romania,True,D,M,4/21/1985 0:00,Zaharia,Matei,1985.0,4.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Data analytics,,
2259,1200,Diversified,Zan Shengda,60.0,China,Diversified,Diversified,China,True,D,M,4/2/1963 0:00,Zan,Shengda,1963.0,4.0,2.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Diversified,,
2259,1200,Technology,Zhang Xuezheng,47.0,China,Telecom,Technology,China,True,D,M,6/1/1975 0:00,Zhang,Xuezheng,1975.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Telecom,,
2259,1200,Manufacturing,Zhang Yin,66.0,China,Paper manufacturing,Manufacturing,China,True,D,F,2/1/1957 0:00,Zhang,Yin,1957.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Paper manufacturing,,
2259,1200,Healthcare,Ning Zhao,56.0,China,Pharmaceuticals,Healthcare,United States,True,Split Family Fortune,F,1/1/1967 0:00,Zhao,Ning,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
2259,1200,Manufacturing,Zhou Wen & family,58.0,China,Chemicals,Manufacturing,China,True,U,M,3/6/1965 0:00,Zhou,Wen,1965.0,3.0,6.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Chemicals,,
2259,1200,Construction & Engineering,Zhu Xingliang,63.0,China,Construction,Construction & Engineering,China,True,D,M,5/1/1959 0:00,Zhu,Xingliang,1959.0,5.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Construction,,
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66.0,India,Sports shoes,Fashion & Retail,India,True,N,M,4/5/1956 0:00,Agarwal,Hari Krishan,1956.0,4.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Sports shoes,,
2405,1100,Energy,Farkhad Akhmedov,67.0,Russia,Investments,Energy,Russia,True,D,M,9/15/1955 0:00,Akhmedov,Farkhad,1955.0,9.0,15.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Investments,,
2405,1100,Healthcare,Prem Kumar Arora,84.0,,Pharmaceuticals,Healthcare,India,False,N,M,9/11/1938 0:00,Arora,Prem Kumar,1938.0,9.0,11.0,,,,,,,,Pharmaceuticals,,
2405,1100,Finance & Investments,Joseph Bae,51.0,United States,Private equity,Finance & Investments,United States,True,N,M,1/12/1972 0:00,Bae,Joseph,1972.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
2405,1100,Food & Beverage,Abigail Bennett,42.0,United States,Liquor,Food & Beverage,United States,False,Split Family Fortune,F,12/27/1980 0:00,Bennett,Abigail,1980.0,12.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Liquor,,
2405,1100,Fashion & Retail,Sara Blakely,52.0,United States,Spanx,Fashion & Retail,United States,True,E,F,2/27/1971 0:00,Blakely,Sara,1971.0,2.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Spanx,,
2405,1100,Finance & Investments,Lloyd Blankfein,68.0,United States,Banking,Finance & Investments,United States,True,E,M,9/20/1954 0:00,Blankfein,Lloyd,1954.0,9.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Banking,,
2405,1100,Diversified,Henadiy Boholyubov,61.0,Ukraine,"Banking, investments",Diversified,Ukraine,True,E,M,1/1/1962 0:00,Boholyubov,Henadiy,1962.0,1.0,1.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,44385155.0,Banking, investments,
2405,1100,Real Estate,Stephane Bonvin,56.0,Switzerland,Real estate,Real Estate,Switzerland,True,D,M,1/1/1967 0:00,Bonvin,Stephane,1967.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Real estate,,
2405,1100,Diversified,Oleg Boyko,58.0,Switzerland,Diversified,Diversified,Russia,True,D,M,9/28/1964 0:00,Boyko,Oleg,1964.0,9.0,28.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Diversified,,
2405,1100,Technology,Ryan Breslow,28.0,United States,E-commerce software,Technology,United States,True,D,M,5/20/1994 0:00,Breslow,Ryan,1994.0,5.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,E-commerce software,,
2405,1100,Fashion & Retail,Thomas Bruch,72.0,Germany,Retail,Fashion & Retail,Germany,False,D,M,4/25/1950 0:00,Bruch,Thomas,1950.0,4.0,25.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Retail,,
2405,1100,Technology,Marina Budiman,61.0,Indonesia,Data centers,Technology,Indonesia,True,D,F,9/5/1961 0:00,Budiman,Marina,1961.0,9.0,5.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Data centers,,
2405,1100,Food & Beverage,Pradip Burman,80.0,India,Consumer goods,Food & Beverage,India,False,D,M,11/2/1942 0:00,Burman,Pradip,1942.0,11.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Consumer goods,,
2405,1100,Healthcare,Cai Hongbin,65.0,China,Pharmaceuticals,Healthcare,China,True,D,M,,Cai,Hongbin,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
2405,1100,Manufacturing,Cao Kejian,60.0,China,Air compressors,Manufacturing,China,True,E,M,4/10/1962 0:00,Cao,Kejian,1962.0,4.0,10.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Air compressors,,
2405,1100,Food & Beverage,Giuliana Caprotti,82.0,Italy,Supermarkets,Food & Beverage,Italy,False,D,F,11/21/1940 0:00,Caprotti,Giuliana,1940.0,11.0,21.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Supermarkets,,
2405,1100,Food & Beverage,Marina Caprotti,45.0,Italy,Supermarkets,Food & Beverage,Italy,False,D,F,1/17/1978 0:00,Caprotti,Marina,1978.0,1.0,17.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Supermarkets,,
2405,1100,Technology,Chang Jing,40.0,China,Technology,Technology,China,True,D,M,8/1/1982 0:00,Chang,Jing,1982.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Technology,,
2405,1100,Healthcare,Chen Baohua,61.0,China,Pharmaceutical,Healthcare,China,True,D,M,1/1/1962 0:00,Chen,Baohua,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceutical,,
2405,1100,Energy,Gang Chen,55.0,China,Solar energy,Energy,China,True,D,M,1/1/1968 0:00,Chen,Gang,1968.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Solar energy,,
2405,1100,Logistics,Liying Chen,47.0,China,Package delivery,Logistics,China,True,D,F,10/30/1975 0:00,Chen,Liying,1975.0,10.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Package delivery,,
2405,1100,Technology,Tony Chen,73.0,Taiwan,Electronics,Technology,Taiwan,True,U,M,7/1/1949 0:00,Chen,Tony,1949.0,7.0,1.0,,,,,,,,Electronics,,
2405,1100,Manufacturing,Chen Xueling,55.0,China,Stationery,Manufacturing,China,True,D,F,10/16/1967 0:00,Chen,Xueling,1967.0,10.0,16.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Stationery,,
2405,1100,Food & Beverage,Cheng Lili,58.0,China,Poultry breeding,Food & Beverage,China,True,D,M,1/1/1965 0:00,Cheng,Lili,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Poultry breeding,,
2405,1100,Technology,Cho Jyh-jer,65.0,,Semiconductors,Technology,Taiwan,True,D,M,,Cho,Jyh-jer,,,,,,,,,,,Semiconductors,,
2405,1100,Technology,Weili Dai,61.0,United States,Semiconductors,Technology,United States,True,D,F,9/14/1961 0:00,Dai,Weili,1961.0,9.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Semiconductors,,
2405,1100,Food & Beverage,Carmen Daurella Aguilera,65.0,Spain,Coca-Cola bottler,Food & Beverage,Spain,False,R,F,,Daurella Aguilera,Carmen,,,,110.96,0.7,1394116310769.0,88.9,102.7,83.3,47076781.0,Coca-Cola bottler,,
2405,1100,Manufacturing,Deng Yingzhong,72.0,China,Paper,Manufacturing,China,True,D,M,1/1/1951 0:00,Deng,Yingzhong,1951.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Paper,,
2405,1100,Finance & Investments,Shlomo Eliahu,87.0,Israel,Insurance,Finance & Investments,Israel,True,D,M,1/18/1936 0:00,Eliahu,Shlomo,1936.0,1.0,18.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Insurance,,
2405,1100,Finance & Investments,Henry Engelhardt,65.0,United Kingdom,Insurance,Finance & Investments,United States,True,D,M,1/17/1958 0:00,Engelhardt,Henry,1958.0,1.0,17.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Insurance,,
2405,1100,Service,Gabriel Escarrer,88.0,Spain,Hotels,Service,Spain,True,E,M,3/2/1935 0:00,Escarrer,Gabriel,1935.0,3.0,2.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,47076781.0,Hotels,,
2405,1100,Manufacturing,Daniel Feffer,63.0,Brazil,Pulp and paper,Manufacturing,Brazil,False,D,M,10/28/1959 0:00,Feffer,Daniel,1959.0,10.0,28.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Pulp and paper,,
2405,1100,Manufacturing,Ruben Feffer,53.0,Brazil,Pulp and paper,Manufacturing,Brazil,False,D,M,,Feffer,Ruben,,,,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Pulp and paper,,
2405,1100,Telecom,Gleb Fetisov,56.0,Cyprus,Investments,Telecom,Russia,True,D,M,6/5/1966 0:00,Fetisov,Gleb,1966.0,6.0,5.0,102.51,0.3,24564647935.0,75.9,99.3,80.8,1198575.0,Investments,,
2405,1100,Fashion & Retail,Paul Fireman,79.0,United States,Reebok,Fashion & Retail,United States,True,E,M,2/14/1944 0:00,Fireman,Paul,1944.0,2.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Reebok,,
2405,1100,Fashion & Retail,Robert Fisher,69.0,United States,Gap,Fashion & Retail,United States,False,D,M,8/1/1953 0:00,Fisher,Robert,1953.0,8.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Gap,,
2405,1100,Fashion & Retail,Bernd Freier,66.0,Germany,Fashion retail,Fashion & Retail,Germany,True,D,M,1/1/1957 0:00,Freier,Bernd,1957.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Fashion retail,,
2405,1100,Manufacturing,Donald Friese,82.0,United States,Manufacturing,Manufacturing,United States,True,E,M,10/3/1940 0:00,Friese,Donald,1940.0,10.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Manufacturing,,
2405,1100,Healthcare,Gan Zhongru,74.0,China,Pharmaceuticals,Healthcare,China,True,D,M,7/1/1948 0:00,Gan,Zhongru,1948.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
2405,1100,Fashion & Retail,Rahul Gautam,70.0,India,Mattresses,Fashion & Retail,India,False,D,M,11/18/1952 0:00,Gautam,Rahul,1952.0,11.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Mattresses,,
2405,1100,Finance & Investments,David Golub,60.0,United States,Private equity,Finance & Investments,United States,True,E,M,4/16/1962 0:00,Golub,David,1962.0,4.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
2405,1100,Real Estate,Pavel Golubkov,47.0,Russia,"Building, development",Real Estate,Russia,True,N,M,3/13/1976 0:00,Golubkov,Pavel,1976.0,3.0,13.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Building, development,
2405,1100,Fashion & Retail,Cristina Green,65.0,United Kingdom,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,F,,Green,Cristina,,,,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Fashion retail,,
2405,1100,Fashion & Retail,Philip Green,65.0,United Kingdom,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,M,,Green,Philip,,,,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Fashion retail,,
2405,1100,Energy,Said Gutseriev,34.0,United Kingdom,"Retail, investments",Energy,Russia,False,R,M,4/18/1988 0:00,Gutseriev,Said,1988.0,4.0,18.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Retail, investments,
2405,1100,Service,Polys Haji-Ioannou,63.0,Monaco,EasyJet,Service,Cyprus,False,U,M,1/11/1960 0:00,Haji-Ioannou,Polys,1960.0,1.0,11.0,,,7184844193.0,,,,38964.0,EasyJet,,
2405,1100,Food & Beverage,He Zuxun,57.0,China,Pig breeding,Food & Beverage,China,True,D,M,10/28/1965 0:00,He,Zuxun,1965.0,10.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pig breeding,,
2405,1100,Finance & Investments,Christian Herz,65.0,Germany,Coffee,Finance & Investments,Germany,False,E,M,,Herz,Christian,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Coffee,,
2405,1100,Finance & Investments,Michaela Herz,65.0,Germany,Coffee,Finance & Investments,Germany,False,E,F,,Herz,Michaela,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Coffee,,
2405,1100,Technology,David Hindawi,78.0,United States,Software,Technology,United States,True,D,M,12/8/1944 0:00,Hindawi,David,1944.0,12.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
2405,1100,Technology,Huang Shan,52.0,China,Software,Technology,China,True,R,M,8/9/1970 0:00,Huang,Shan,1970.0,8.0,9.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Software,,
2405,1100,Technology,Huang Xiaofen & family,61.0,China,Printed circuit boards,Technology,China,True,D,F,1/1/1962 0:00,Huang,Xiaofen,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Printed circuit boards,,
2405,1100,Automotive,Hiroshi Ishibashi,76.0,Japan,Tires,Automotive,Japan,False,U,M,8/1/1946 0:00,Ishibashi,Hiroshi,1946.0,8.0,1.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,126226568.0,Tires,,
2405,1100,Gambling & Casinos,Masayuki Ishihara,74.0,Japan,Pachinko machines,Gambling & Casinos,Japan,False,R,M,12/15/1948 0:00,Ishihara,Masayuki,1948.0,12.0,15.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,126226568.0,Pachinko machines,,
2405,1100,Finance & Investments,Chatchai Kaewbootta,71.0,Thailand,Auto loans,Finance & Investments,Thailand,True,D,M,7/5/1951 0:00,Kaewbootta,Chatchai,1951.0,7.0,5.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,69625582.0,Auto loans,,
2405,1100,Finance & Investments,Nikhil Kamath,36.0,India,Financial services,Finance & Investments,India,True,N,M,9/5/1986 0:00,Kamath,Nikhil,1986.0,9.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Financial services,,
2405,1100,Finance & Investments,Jonas Kamprad,57.0,United Kingdom,IKEA,Finance & Investments,Sweden,False,E,M,3/4/1966 0:00,Kamprad,Jonas,1966.0,3.0,4.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,IKEA,,
2405,1100,Finance & Investments,Mathias Kamprad,53.0,United Kingdom,IKEA,Finance & Investments,Sweden,False,E,M,6/27/1969 0:00,Kamprad,Mathias,1969.0,6.0,27.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,IKEA,,
2405,1100,Finance & Investments,Peter Kamprad,59.0,Belgium,IKEA,Finance & Investments,Sweden,False,E,M,3/29/1964 0:00,Kamprad,Peter,1964.0,3.0,29.0,117.11,1.4,529606710418.0,79.7,103.9,81.6,11484055.0,IKEA,,
2405,1100,Service,Fumio Kaneko,66.0,Japan,Waste management,Service,Japan,True,N,M,10/17/1956 0:00,Kaneko,Fumio,1956.0,10.0,17.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,126226568.0,Waste management,,
2405,1100,Automotive,Sunjay Kapur,51.0,India,Auto parts,Automotive,United States,False,D,M,10/15/1971 0:00,Kapur,Sunjay,1971.0,10.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Auto parts,,
